X_id,objectid,project_name,address,status,description,image,project_url,project_type,image_alt_text,takedown_date,ward_name,ward_number,globalid,geometry
124,210,New Park at 234 Simcoe Street,234 Simcoe St,In progress,A new park is coming to 234 Simcoe St as part of the Relic Linear Park System. Learn more about the project and how you can get involved.,https://www.toronto.ca/data/parks/img/pdcp/00_park.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-234-simcoe-street/,New Park,Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.,NA,Spadina-Fort York,10,4bda51a1-7fe9-4c8c-a01a-18adea9c6aee,"{'type': 'MultiPoint', 'coordinates': [[-79.3892066406154, 43.6533004267177]]}"
125,212,New Park at 55 Isaac Devins Boulevard,,In progress,A new park is coming to 55 Isaac Devins Blvd. as a result of a residential development project near Weston Road and Sheppard Avenue West.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner-1536x507.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-55-isaac-devins-boulevard/,New Park,,NA,Humber River-Black Creek,7,ed57d84c-492f-40ff-be34-f18259d74948,"{'type': 'MultiPoint', 'coordinates': [[-79.532168569663, 43.7296921028824]]}"
126,213,Tom Riley Park Basketball Court,"4725 Dundas St W, Etobicoke",In progress,"A new basketball court is coming to Tom Riley Park as part of the Parks and Recreation Facilities Master Plan. The design will include a new full-court basketball court, seating and pathways.",https://www.toronto.ca/wp-content/uploads/2022/09/97b6-tom-riley-park-basketball-court-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/tom-riley-park-basketball-court/?t=1662492894,Park or Facility Improvements,"Tom Riley Park sign next to a paved pathway, lined with trees in fall.",NA,Etobicoke Centre,2,92cb5345-126f-44e7-a23e-fbcd161991c1,"{'type': 'MultiPoint', 'coordinates': [[-79.5259896177529, 43.6513117878871]]}"
127,214,Cruickshank Park Playground Improvements,"2196 Weston Rd, North York",In progress,The City is improving the playground in Cruickshank Park using feedback from the community.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner-1024x338.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/cruickshank-park-playground-improvements/,Playground Improvements,,NA,York South-Weston,5,c1b1d8c4-8812-4e6e-996b-d906af2a285e,"{'type': 'MultiPoint', 'coordinates': [[-79.5271829950737, 43.7027789819745]]}"
128,215,Primula Parkette Playground Improvements,"86 Primula Cres, North York",Complete,The playground will be redesigned using feedback from the community.,https://www.toronto.ca/wp-content/uploads/2022/08/9574-primula-parkette-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/primula-parkette-playground-improvements/,Playground Improvements,"Photo of the new Primula Parkette playground looking south. There is a swing set in the foreground and an all ages play structure with two slides, an obstacle course, a spinner toy, and a set of play panels visible in the background.",NA,Humber River-Black Creek,7,20f82341-9677-4ed7-a24a-fd9789d0f2c8,"{'type': 'MultiPoint', 'coordinates': [[-79.5775247825655, 43.7611780918807]]}"
129,217,Centennial Park Playground & Water Play Improvements,256 Centennial Park Rd.,In progress,The City is improving the playground and water play area in Centennial Park.,https://www.toronto.ca/wp-content/uploads/2022/08/8e71-centennial-park-playground-water-play-improvements-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/centennial-park-playground-water-play-improvements/,Playground Improvements,"A blue, yellow and red playground, with a slide in the foreground and a swingset in the background.",NA,Etobicoke Centre,2,85d61899-349e-4673-9af1-8ea35a32a696,"{'type': 'MultiPoint', 'coordinates': [[-79.5868009774402, 43.648669674025]]}"
130,218,Bluehaven Park Playground Improvements,"19 Blue Haven Cres, North York",Complete,The City is improving the playground in Bluehaven Park using feedback from the community.,https://www.toronto.ca/wp-content/uploads/2023/12/8e71-bluehaven-park-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/bluehaven-park-playground-improvements/,Playground Improvements,"Photo of the new Bluehaven Park playground looking northeast. There a swing set in the foreground, and an all-ages play structure with slides and a senior climbing structure visible in the background. A pathway wraps around the western edge of the playground, with a seating area including a picnic table and park bench.",NA,Humber River-Black Creek,7,2aa1f3ef-33d8-49fd-a853-e223bcccc868,"{'type': 'MultiPoint', 'coordinates': [[-79.5563280104677, 43.7450051072106]]}"
131,219,Donald D. Summerville Olympic Pools Improvements,1867 Lake Shore Blvd. E,In progress,"The City is improving the Donald D. Summerville Olympic Pools as part of a state-of-good-repair program, including pool deck refurbishments and repairs to the 50-metre pool liner.",https://www.toronto.ca/wp-content/uploads/2022/06/96ec-donald-d-summerville-olympic-pools-improvements-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/donald-d-summerville-olympic-pools-improvements/,Park or Facility Improvements,A pool filled with water before the day of swimming begins.,NA,Beaches-East York,19,a4e5ac76-92f2-4a62-aafb-391343739fc6,"{'type': 'MultiPoint', 'coordinates': [[-79.3049122786026, 43.6650924876601]]}"
132,220,Alderwood Memorial Park Playground Improvements,"215 Sheldon Ave, Etobicoke",In progress,The City is improving the playground in Alderwood Memorial Park with input from the community.,https://www.toronto.ca/wp-content/uploads/2022/08/96a1-alderwood-memorial-park-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/alderwood-memorial-park-playground-improvements/,Playground Improvements,"A photograph of Alderwood Memorial Park Playground which shows play equipment like a swing set, domed climber and junior and senior play structures. The playground is surrounded by grass and mature trees.",NA,Etobicoke-Lakeshore,3,8ef73fe0-c474-4083-86e2-16b690973107,"{'type': 'MultiPoint', 'coordinates': [[-79.5444788837055, 43.6057278995156]]}"
133,221,Eglinton Park Revitalization,200 EGLINTON AVE W,In progress,The City completed the Eglinton Park Master Plan in 2019 and is working towards park improvements in a phased approach based on the priorities identified in the Master Plan and the available project budget.,https://www.toronto.ca/wp-content/uploads/2019/06/979f-eglinton-park-master-plan.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/parks-facility-plans-strategies/eglinton-park-master-plan/,Park or Facility Improvements,"A picture of the park in 2019, with a bench in the foreground and people playing soccer in the background",NA,Eglinton-Lawrence,8,0823336d-c056-42e9-b0c4-cb1072964037,"{'type': 'MultiPoint', 'coordinates': [[-79.4046155280569, 43.7061027979389]]}"
134,222,Edwards Gardens & Toronto Botanical Garden Master Plan,"755 Lawrence Ave E, North York",Complete,The Master Plan and Management Plan study outlines long-term improvements for the gardens.,https://www.toronto.ca/wp-content/uploads/2017/12/94c1-edwards-aerial-shot.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/parks-facility-plans-strategies/edfwards-gardens-and-toronto-botanical-garden-master-plan/,Master Plan or Study,The technical details of this project can be obtained by contacting the project coordinator listed on this page,NA,Don Valley West,15,e813af76-590a-4d38-8821-8400cf2efdfb,"{'type': 'MultiPoint', 'coordinates': [[-79.3594235860915, 43.7341256096491]]}"
135,223,Humber Bay Park Master Plan,,In progress,"The Humber Bay Park Master Plan guides park improvements and maintenance, establishes priorities and informs the budget and decision-making.",https://www.toronto.ca/wp-content/uploads/2021/09/9868-humber-bay-park-master-plan-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/parks-facility-plans-strategies/humber-bay-parks-master-plan/,Master Plan or Study,"An artist renderings of the linear wetland towards the recreational pond in Humber Bay Park which shows seasonal recreation use. The image shows people walking along a raised boardwalk over a pond surrounded my trees, greenery and the wetlands.",NA,Etobicoke-Lakeshore,3,c7ffa23c-982b-49fa-b678-c9a41b67cc1f,"{'type': 'MultiPoint', 'coordinates': [[-79.4763671026194, 43.6199175371608]]}"
136,224,New Park at 77 Curlew Drive,77 Curlew Drive,In progress,A new park is coming to 77 Curlew Dr. as a result of a new residential development project near Lawrence Avenue East and Victoria Park Avenue.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner-1536x507.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-71-curlew-drive/,New Park,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Don Valley East,16,5399aff0-0fd2-4570-9daf-0cb07f8d7915,"{'type': 'MultiPoint', 'coordinates': [[-79.315625754102, 43.7431278863379]]}"
137,225,East Bayfront Community Recreation Centre,,In progress,A new community centre is to be located within the base of a mixed-use high-rise development situated at the base of Parliament Street.,https://www.toronto.ca/wp-content/uploads/2019/03/8f12-east-bayfront-crc-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/east-bayfront-community-recreation-centre/,New Community Recreation Centre,This is a rendering of the proposed community centre,NA,Spadina-Fort York,10,f956eb59-3f6a-4bfc-b066-d3123e303020,"{'type': 'MultiPoint', 'coordinates': [[-79.3611394218597, 43.6476348123266]]}"
138,228,Norseman Pool Improvements,105 Norseman St.,In progress,"The City is improving Norseman Community School and Pool as part of a state-of-good-repair program to upgrade the poolâs ventilation systems, change rooms, washrooms, swimming pool, lighting and repair the interior and exterior of the building.",https://www.toronto.ca/wp-content/uploads/2022/09/964e-norseman-cs-pool-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/norseman-community-school-pool-improvements/,Park or Facility Improvements,"The indoor pool at the facility, full of water.",NA,Etobicoke-Lakeshore,3,d59c382e-3c08-4195-a3e9-36465e6cd7cb,"{'type': 'MultiPoint', 'coordinates': [[-79.5163115609342, 43.634309956345]]}"
139,229,Lambton-Kingsway Park Playground Improvements,37 Marquis Ave,In progress,The City is improving the playground in Lambton-Kingsway Park. These improvements are part of an ongoing city-wide program to ensure playgrounds provide safe and accessible fun for many years to come!,https://www.toronto.ca/wp-content/uploads/2022/09/9736-lambton-kingsway-park-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/lambton-kingsway-park-playground-improvements/,Playground Improvements,A photograph of Lambton-Kingsway Park Playground with a swingset and covered sandbox in the foreground and various play structures in the background. The playground is large and the equipment is on top of sand.,NA,Etobicoke-Lakeshore,3,e41d7b3e-1e8a-4242-abe1-01d3ea6f7f4d,"{'type': 'MultiPoint', 'coordinates': [[-79.5085926749721, 43.6579127647646]]}"
140,230,New Park at 229 Richmond Street West,229 Richmond Street West,In progress,"A new 2,600m2 park is coming to 229 Richmond St. W. The park site is currently leased to a restaurant and used as an outdoor patio.",https://www.toronto.ca/wp-content/uploads/2022/09/8f01-new-park-229-richmond-st-w-banner-RendezViews.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/new-park-at-229-richmond-street-west/,New Park,"An aerial photograph taken from Richmond Street West, facing south, showing the future park location at 229 Richmond Street, which is illustrated by a colourful outdoor patio with bench seating. The Toronto skyline and CN is in the background, during sunset.",NA,Spadina-Fort York,10,734709bc-d861-4471-8cdf-119b15422567,"{'type': 'MultiPoint', 'coordinates': [[-79.3899278174014, 43.6490980963839]]}"
141,231,New Park at 90 Eastdale Avenue,90 Eastdale Ave,In progress,"A new 2,100m2 park is coming to 90 Eastdale Ave. as part of a new residential development project near Danforth Avenue and Dawes Road.",https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner-1024x338.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-90-eastdale-avenue/,New Park,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Beaches-East York,19,8c219d61-334a-478c-ade2-a1a863b63c20,"{'type': 'MultiPoint', 'coordinates': [[-79.3012610256891, 43.6946149277167]]}"
142,232,Colonel Danforth Park Dogs Off-Leash Area Expansion,"73 Colonel Danforth Trl, Scarborough",In progress,The City is expanding the existing dogs off-leash area (OLA) in Colonel Danforth Park and the design will be determined with the help of community feedback.,https://www.toronto.ca/wp-content/uploads/2022/10/985b-colonel-danforth-park-ola-expansion-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/colonel-danforth-park-dogs-off-leash-area-expansion/,Park or Facility Improvements,The fenced off-leash area at Colonel Danforth Park has a gravel surface. There are benches and a decorative rock within.,NA,Scarborough-Rouge Park,25,0ae9e5b7-6a46-433f-a2c9-3d032422e784,"{'type': 'MultiPoint', 'coordinates': [[-79.1632535449279, 43.7795111211522]]}"
143,235,Heathrow Park Playground Improvements,"69 Heathrow Dr, North York",Complete,The playground will be redesigned using feedback from the community and is proposed to include new senior playground equipment and additional seating.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/heathrow-park-playground-improvements/,Playground Improvements,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,York Centre,6,0d2280b6-b6b1-4cda-a28d-8933195d4e2b,"{'type': 'MultiPoint', 'coordinates': [[-79.5054658612903, 43.72650000324]]}"
144,236,Scarborough Village Park Playground Improvements and New Splash Pad,"23 Gatesview Ave, Scarborough",In progress,"The playground will be redesigned using feedback from the community and is proposed to include playground equipment for ages two to 12, a splash pad and more seating.",https://www.toronto.ca/wp-content/uploads/2022/11/8fdc-scarborough-village-park-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/scarborough-village-park-playground-improvements/,Park or Facility Improvements,,NA,Scarborough-Guildwood,24,4a80fb34-fbbd-4818-8e2e-6d8f71f13a4a,"{'type': 'MultiPoint', 'coordinates': [[-79.2131319969277, 43.7473421281081]]}"
145,237,Allan Gardens Conservatory Palm House Heritage Building Restoration,,In progress,The City is restoring the historic Palm House building at Allan Gardens Conservatory.,https://www.toronto.ca/wp-content/uploads/2022/11/9923-allan-gardens-conservatory-palm-house-heritage-restoration-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/allan-gardens-conservatory-palm-house-heritage-building-restoration/,Park or Facility Improvements,,NA,Toronto Centre,13,89df1a2f-6a33-4a39-9222-7ca84dad982e,"{'type': 'MultiPoint', 'coordinates': [[-79.3746573440915, 43.661617761285]]}"
146,238,Golden Mile Secondary Plan Study,,Complete,The Golden Mile Secondary Plan Study was undertaken by the City of Toronto to develop a vision and comprehensive planning framework for the Golden Mile area.,https://www.toronto.ca/wp-content/uploads/2017/11/920c-city-planning-golen-mile-secondary-plan-study-banner.png,https://www.toronto.ca/city-government/planning-development/planning-studies-initiatives/golden-mile-secondary-plan-study/,Master Plan or Study,Black and white photo of the Golden Mile marquee announcing shows being screened at the cinema.,NA,Scarborough Centre,21,db07b83f-38d8-421a-b896-60bd606c5d8d,"{'type': 'MultiPoint', 'coordinates': [[-79.2902528057076, 43.7284982065852]]}"
147,239,Lower Garrison Creek Park,,In progress,A new park is coming to Spadina-Fort York as part of a subdivision development at CityPlace.,https://www.toronto.ca/wp-content/uploads/2022/01/9699-lower-garrison-creek-park-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/lower-garrison-creek-park/,New Park,,NA,Spadina-Fort York,10,a4f855a9-0353-43fd-b16a-7145019e950b,"{'type': 'MultiPoint', 'coordinates': [[-79.4000591930575, 43.6401157922821]]}"
148,240,Terry Fox Legacy Art Project Toronto,,In progress,"The City is partnering with Waterfront Toronto and Legacy Art Project Toronto (LAPT) to add public art commemorating the legacy of Canadian athlete, humanitarian, and activist Terry Fox.",https://www.toronto.ca/wp-content/uploads/2022/11/9987-terry-fox-legacy-art-toronto-music-garden-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/terry-fox-legacy-art-project-toronto/,Park or Facility Improvements,,NA,Spadina-Fort York,10,add7df5b-8a2d-4d9b-9a17-225d02eb6814,"{'type': 'MultiPoint', 'coordinates': [[-79.3930393562604, 43.6371664690134]]}"
149,241,Syd Cole Park Expansion,,In progress,"The City is expanding Syd Cole Park by 3,019m2 (similar in size to the existing park) and is developing the park design with the help of community feedback.",https://www.toronto.ca/wp-content/uploads/2022/05/979c-new-park-graphic-banner-pathway-1536x507.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/syd-cole-park-expansion/,Park or Facility Improvements,,NA,Etobicoke-Lakeshore,3,196a8ddb-7144-4328-a132-be5487d320c8,"{'type': 'MultiPoint', 'coordinates': [[-79.5341106299887, 43.5956295336847]]}"
150,242,Anniversary Park Improvements,"410 Parliament St, former Toronto",In progress,"The City is improving Anniversary Park with the help of community feedback! The proposed improvements may include additional seating, water bottle filler, and new plantings.",https://www.toronto.ca/wp-content/uploads/2023/01/956a-anniversary-park-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/anniversary-park-improvements/,Park or Facility Improvements,,NA,Toronto Centre,13,0e833577-90e4-428b-a05d-ace176e8f61c,"{'type': 'MultiPoint', 'coordinates': [[-79.3674412536292, 43.6621455640188]]}"
151,243,North Park Improvements,"587 Rustic Rd, North York",In progress,"The improvements will be focused near the existing tennis courts and may include a new playground, outdoor fitness equipment, a gathering area with seating, new lighting, wayfinding signs, line painting for games on the parking pad, tennis court resurfacing, water bottle filler and new tree plantings.",https://www.toronto.ca/wp-content/uploads/2023/01/9575-north-park-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/north-park-improvements/,Park or Facility Improvements,,NA,York South-Weston,5,60cf4e76-5cb5-4b95-8b30-5034ee3cbeab,"{'type': 'MultiPoint', 'coordinates': [[-79.4731111387996, 43.7201081031388]]}"
152,244,Bathurst Quay Common,"3 Eireann Quay, former Toronto",In progress,"As part of the Bathurst Quay Neighbourhood Plan, a multi-phase project to revitalize the Bathurst Quay community, a new approximate 4,000 square metre (1 acre) park is coming to the historic Canada Malting Co. property located at 3 Eireann Quay.",https://www.toronto.ca/wp-content/uploads/2023/01/8e39-new-waterfront-park-at-canada-malting-site-banner-01.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/bathurst-quay-common/,New Park,,NA,Spadina-Fort York,10,d25e04db-40b4-4e50-8432-56a0ba993c3b,"{'type': 'MultiPoint', 'coordinates': [[-79.3967388394663, 43.6343941088132]]}"
153,245,Morrish Parkette Expansion,"28 Morrish Rd, Scarborough",In progress,"The City is expanding Morrish Parkette by 1,080m2 and is developing the park design with the help of community feedback.",https://www.toronto.ca/wp-content/uploads/2023/02/8bde-morrish-parkette-expansion-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/morrish-parkette-expansion/,Park or Facility Improvements,,NA,Scarborough-Rouge Park,25,ca5fb551-10ff-41b3-bcc8-9897e498266a,"{'type': 'MultiPoint', 'coordinates': [[-79.1704319988966, 43.7821068068097]]}"
154,247,Barbara Hall Park Improvements,,In progress,The City is collaborating with the local Church-Wellesley Village community to develop a new vision and Master Plan for Barbara Hall Park.,https://www.toronto.ca/wp-content/uploads/2023/02/8b80-barbara-hall-park-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/barbara-hall-park-improvements/,Park or Facility Improvements,,NA,Toronto Centre,13,b9112df4-2934-4e6b-9e96-21c710d1c08a,"{'type': 'MultiPoint', 'coordinates': [[-79.3809458450548, 43.6665489052003]]}"
155,248,Lambton Park Playground Improvements,,Complete,The City is improving the playground in Lambton Park.,https://www.toronto.ca/wp-content/uploads/2023/04/9825-lambton-park-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/lambton-park-playground-improvements/,Playground Improvements,"Photo of the new Lambton Park playground looking northeast. There is armourstone seating, a stand-alone climber, and a senior play structure with a triple slide in the foreground, and a junior play structure with a curved slide visible in the background.",NA,Parkdale-High Park,4,4d0b3b32-c47b-4ede-b493-480b0f4e9513,"{'type': 'MultiPoint', 'coordinates': [[-79.50537928332, 43.6634430339155]]}"
156,249,Clydesdale Park Clubhouse Improvements,"116 Clydesdale Dr, North York",In progress,The City is improving the tennis clubhouse in Clydesdale Park. The improvements will include general building repairs and the addition of a new accessible washroom.,https://www.toronto.ca/wp-content/uploads/2023/03/8f5e-clydesdale-park-playground-improvements-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/clydesdale-park-clubhouse-improvements/,Park or Facility Improvements,,NA,Don Valley North,17,66382ed2-b366-40b8-b2c5-bf5d900908f1,"{'type': 'MultiPoint', 'coordinates': [[-79.328204244459, 43.7835466166009]]}"
157,250,Chartland Park Playground Improvements,,In progress,The playground will be redesigned using feedback from the community.,https://www.toronto.ca/wp-content/uploads/2023/03/94df-chartland-park-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/chartland-park-playground-improvements/,Playground Improvements,,NA,Scarborough North,23,2ff1a03b-8de7-45f6-8cba-363067a92b94,"{'type': 'MultiPoint', 'coordinates': [[-79.279371468064, 43.7997916568176]]}"
158,252,Wenderly Park Access Improvements,,Complete,The City is improving pedestrian access to Wenderly Park from Marlee Avenue.,https://www.toronto.ca/wp-content/uploads/2023/03/9787-wenderly-park-access-improvements-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/wenderly-park-access-improvements/,Park or Facility Improvements,,NA,Eglinton-Lawrence,8,2e002fba-b1a5-42f6-8283-d198e423d52d,"{'type': 'MultiPoint', 'coordinates': [[-79.4477310271136, 43.7125282227532]]}"
159,253,Terraview Park Playground & Splash Pad Improvements,"1625 Pharmacy Ave, Scarborough",In progress,The City is improving the existing playground and splash pad in Terraview Park.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner-1536x507.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/terraview-park-playground-splash-pad-improvements/,Playground Improvements,,NA,Scarborough Centre,21,64a837f5-b6a6-4d73-b38d-1b2dfe24685c,"{'type': 'MultiPoint', 'coordinates': [[-79.313022677114, 43.7664739582749]]}"
160,254,Stephen Leacock Park Playground Improvements,,In progress,The City is improving the playground in Stephen Leacock Park.,https://www.toronto.ca/wp-content/uploads/2023/03/9616-stephen-leacock-park-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/stephen-leacock-park-playground-improvements/,Playground Improvements,A photograph of Stephen Leacock Playground taken during the winter with snow on the ground. The photo shows a small stand-alone slide and stand-alone domed climber in the foreground and a play structure and swings in the background.,NA,Scarborough-Agincourt,22,f77ad401-ad44-4ebf-b27d-949617a51a1e,"{'type': 'MultiPoint', 'coordinates': [[-79.3021182043326, 43.7877037725671]]}"
161,255,Dunlace Park Playground Improvements,,In progress,The City is improving the playground in Dunlace Park.,https://www.toronto.ca/wp-content/uploads/2023/03/8d71-dunlace-park-playground-improvements-banner-1024x338.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/dunlace-park-playground-improvements/,Playground Improvements,A photograph of Dunlace Park Playground taken during the winter with snow on the ground which shows the swing set with two swings in the foreground and a wood play structure in the background. The playground are is surrounded by mature trees.,NA,Don Valley West,15,6579f703-2b3f-407c-b6a5-9b4c32c94014,"{'type': 'MultiPoint', 'coordinates': [[-79.3686233119167, 43.7626602991519]]}"
162,256,Caswell Park Playground Improvements,"18 Caswell Dr, North York",In progress,The City is improving the playground in Caswell Park.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner-1536x507.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/caswell-park-playground-improvements/,Playground Improvements,,NA,Willowdale,18,bb8aa12d-0696-4cdb-80a6-5f7a20342db8,"{'type': 'MultiPoint', 'coordinates': [[-79.4022228787912, 43.7963001323435]]}"
163,257,Pemberton Parkette Playground Improvements,"89 Pemberton Ave, North York",In progress,The City is improving the playground in Pemberton Parkette.,https://www.toronto.ca/wp-content/uploads/2023/04/8e37-pemberton-parkette-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/pemberton-parkette-playground-improvements/,Playground Improvements,"A photograph of Pemberton Parkette which shows the wood park sign in the foreground and a small playground in the background, surrounded by young and mature trees and grass.",NA,Willowdale,18,a8fadc28-ced5-4935-b7a3-84c195f7a360,"{'type': 'MultiPoint', 'coordinates': [[-79.4094753172604, 43.7818704414477]]}"
164,258,Bob Hunter Park New Off-Leash Area,"205 Generation Blvd, Scarborough",In progress,"A new 2,600 m2 off-leash area is coming to Bob Hunter Park as part of the Parks and Recreation Facilities Master Plan.",https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/bob-hunter-park-new-off-leash-area/,Park or Facility Improvements,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Scarborough-Rouge Park,25,62763df8-e81a-46b6-a9f7-95a33b88380d,"{'type': 'MultiPoint', 'coordinates': [[-79.1632798651452, 43.8019276980019]]}"
165,259,Goldhawk Park South Playground Improvements,"250 Goldhawk Trl, Scarborough",In progress,The City is improving the south playground in Goldhawk Park.,https://www.toronto.ca/wp-content/uploads/2023/04/9790-goldhawk-park-south-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/goldhawk-park-south-playground-improvements,Playground Improvements,A photograph of Goldhawk Park South Playground which shows a circular playground area with various playground equipment on top of sand. The playground is surrounded by grass and is adjacent to pathways and a ball diamond.,NA,Scarborough North,23,fe02f86f-f567-4bbb-864f-cf0a6f879f48,"{'type': 'MultiPoint', 'coordinates': [[-79.2816985597679, 43.8233130178334]]}"
166,260,Scarden Park Playground Improvements,"1649 Warden Ave, Scarborough",In progress,The City is improving the playground in Scarden Park.,https://www.toronto.ca/wp-content/uploads/2023/04/9721-scarden-park-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/scarden-park-playground-improvements/,Playground Improvements,A photograph of Scarden Park Playground taken during the winter which shows a bench facing the playground area in the foreground and one play structure in the background. Snow covers the ground and mature trees surround the area.,NA,Scarborough-Agincourt,22,572da276-a382-4721-b3a1-1548b00d1f32,"{'type': 'MultiPoint', 'coordinates': [[-79.3057039264013, 43.7746961418188]]}"
167,261,Old Sheppard Park Off-Leash Area,"101 Old Sheppard Ave, North York",In progress,A new off-leash area is coming to Old Sheppard Park as part of the Parks and Recreation Facilities Master Plan.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/old-sheppard-park-off-leash-area/,Park or Facility Improvements,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Don Valley North,17,90298b0e-c492-4584-a587-ac29b0838243,"{'type': 'MultiPoint', 'coordinates': [[-79.3334379681111, 43.7784610295798]]}"
